Data.Precipitation,Data.Temperature.Avg Temp,Data.Temperature.Max Temp,Data.Temperature.Min Temp,Data.Wind.Direction,Data.Wind.Speed
0.33,56,67,45,18,9.24
0.1,58,70,46,19,10.48
0,63,79,46,16,11.37
0.04,61,78,44,14,6.92
0.57,65,76,51,13,9.97
0.13,63,71,52,18,7.81
0.49,65,76,54,14,13.37
0.04,62,73,51,18,6.42
0.17,63,73,52,18,0.45
0,63,75,51,18,6.35
0,66,77,55,18,5.92
0.1,65,76,54,14,4.67
0,75,87,62,8,3.72
0,76,86,64,12,3.81
0,79,88,69,8,5.58
0.81,74,85,62,14,4.24
0,72,85,57,10,1.9
0.12,47,59,34,23,6.8
0.73,45,57,33,22,7.15
0.03,48,60,36,23,5.24
0,55,68,41,22,2.58
0,57,69,44,21,3.71
0,54,62,46,20,7.28
0,60,60,60,20,7.85
0,51,60,42,27,8.02
0.41,52,65,38,21,5.17
0.3,56,66,46,19,6.1
1.35,54,65,42,20,6.78
2.04,56,66,45,19,7.08
0.76,51,62,41,20,5.6
1.45,56,66,45,20,7.31
0.28,47,56,38,0,0
1.89,56,65,46,19,7.05
0.63,51,60,41,21,5.15
0.42,50,60,40,21,10.8
0.82,45,56,34,22,5.88
0.02,55,64,44,20,9.67
0.14,54,64,43,20,11.44
0.03,50,60,39,20,8.74
0.1,70,82,58,11,5.05
0.08,70,83,57,15,2.58
0,74,84,62,11,4.51
0,70,86,54,16,1.24
0,72,87,57,14,2.57
0,70,87,53,14,1.75
0.41,69,82,55,18,4.24
0.34,62,74,51,14,5.55
0.01,63,74,52,17,8.98
0.11,62,71,52,19,11.18
0.02,63,73,52,16,9.58
1.77,64,74,54,17,11.04
0.16,59,70,49,18,8.38
0.06,66,76,56,16,7.27
0.29,47,58,36,18,9.65
0.51,40,53,26,21,3.68
0.35,36,45,26,19,10.58
0.22,45,57,33,17,10.28
0.05,43,54,32,23,7.18
0.19,41,52,30,25,10.9
0.74,33,43,23,18,5.95
0.28,44,56,31,23,4.71
1.24,41,50,32,16,5.75
0.09,48,58,37,24,6.84
0.46,43,53,32,22,2.78
0.02,53,65,41,22,9.55
0.09,56,68,44,22,8.75
0,52,64,39,22,10.21
0.06,55,71,38,14,5.98
0.27,57,67,47,19,9.88
0.03,55,74,36,16,3.31
0,56,74,38,20,6.08
0,57,72,43,24,8.25
0,55,71,39,18,10.57
0.04,55,73,36,20,5.31
0,79,89,69,18,7.95
0,71,84,58,21,11.22
1.49,59,72,46,24,6.6
0.47,55,71,38,18,6.71
0.03,49,64,33,21,4
0,60,60,60,28,32.35
0,54,67,41,20,4.14
0.01,56,66,46,20,5.78
0,64,79,50,19,3.17
0,64,80,48,20,10.58
0.2,66,85,48,17,3.7
0.02,51,63,38,18,6.05
0.13,48,59,37,19,6.32
0.11,55,66,44,16,6.47
0.03,48,62,32,14,3.78
0,54,64,43,21,5.55
0,60,67,52,22,6.05
0.11,54,67,41,23,6.21
0.31,51,63,39,17,5.51
0,60,73,47,22,3.24
0,67,72,61,3,6.64
0,61,74,49,14,3.6
0,60,72,49,12,3.6
0,60,72,48,15,1.42
0,61,72,48,10,2.54
0,65,76,54,7,5.88
0.01,46,60,32,18,5.72
0,44,57,32,20,8.22
0.07,50,61,38,21,9.67
0.02,45,57,33,25,9.07
0.12,44,55,32,20,6.74
0.1,56,68,43,18,6.44
0.26,58,70,46,18,6.92
0.01,59,70,46,17,5.42
0.02,59,70,47,19,8.22
0.28,56,69,43,18,7.31
0.31,55,68,42,19,4.65
0.23,54,67,41,16,5.98
0.03,69,84,53,16,15.04
0.03,66,76,56,23,12.21
0.19,67,78,56,13,8.33
0.42,68,77,58,12,10.82
8.06,56,64,48,13,9.41
0.51,46,58,33,17,4.81
3.9,55,61,48,24,8.97
3.38,58,66,49,25,0.98
0.91,51,61,41,12,5.52
3.27,55,63,48,16,8.32
0.17,49,60,37,24,7.78
5.11,54,62,46,18,9.52
0.06,60,47,34,24,2.37
0.67,58,69,47,16,8.2
0.01,55,67,42,20,3.05
0,57,68,47,21,4.64
0,54,68,41,20,3.95
0.07,51,64,39,20,3.04
0.08,53,65,40,18,2.82
0.96,84,90,78,10,3.37
0,53,65,41,27,5.17
0,64,76,51,9,3.05
0,68,79,58,8,6.85
0,66,77,53,8,2.82
0,64,75,52,9,2.77
0,51,65,37,22,9.24
0,53,65,41,22,10.32
0,53,66,40,24,6.42
0,51,67,35,22,6.9
0.03,52,64,41,22,10.44
0,60,76,45,11,0.7
0,67,80,54,11,2.65
0.05,64,76,51,13,4.47
0,63,75,51,18,2.75
0,66,79,53,18,3.04
1.16,70,79,60,13,6.08
0.07,67,78,56,13,5.57
0,66,79,52,15,0.61
0.32,72,83,60,17,9.47
0.13,68,84,51,17,12.72
0.25,75,88,60,15,4.47
0.17,76,89,63,13,1.14
0.11,77,88,65,11,4.97
0,81,92,70,9,5.64
0.38,69,81,56,13,9.64
2.14,77,88,65,12,4.82
0,80,92,67,11,6.75
0,65,84,45,18,10.02
0.14,74,84,64,18,8.37
0.06,73,84,62,19,8.82
0,76,87,64,12,8.22
0,73,88,57,17,3.38
0.15,73,84,62,18,7.7
0.04,80,85,75,11,9.6
0.85,79,88,69,12,4.37
1.02,68,80,55,17,9.37
0,73,86,60,15,8.07
0,72,86,58,15,6.65
0,75,87,64,19,5.4
0.01,76,89,62,10,4.87
0.16,75,88,62,18,7.52
0.38,68,80,56,22,9.47
0.01,61,73,49,21,4.58
0,57,69,45,13,2.42
0.13,51,62,41,23,7.84
0,56,69,44,13,1.62
0,62,69,54,15,6.44
0,59,70,47,20,3.5
0,57,69,45,13,2.42
0,58,68,48,13,4.94
0,60,69,50,22,4.61
2.42,45,53,37,13,5.37
1.38,48,56,40,23,7.04
5.21,51,59,42,16,6.46
7.57,51,58,44,11,4.93
4.41,54,60,47,16,7.61
1.74,46,54,39,15,9.42
0.74,51,59,42,22,4.34
0.01,57,67,46,14,4.75
0.1,60,72,47,16,1.7
0.04,54,69,40,26,0.83
0.06,61,74,47,15,2.25
1.03,53,63,43,19,7.51
0.23,58,68,48,19,8.87
2.1,55,65,46,20,6.52
1.26,58,67,48,18,6.94
0,52,70,34,20,13.71
0,55,71,38,25,9.6
0.24,52,67,37,22,4.7
0,50,66,33,24,13.57
0.09,47,63,32,26,4.37
0,70,82,56,24,5.17
0.77,68,80,55,23,4.8
0,70,82,57,21,5.45
0,70,85,55,23,3.95
0.31,33,38,26,23,5.77
4.14,50,53,46,12,9.91
0,26,33,19,15,11.9
0.09,13,21,6,25,4.24
0.73,40,45,34,27,14.55
0.77,39,48,30,7,3.15
0.09,16,23,9,15,8.1
0.02,18,25,11,10,4.75
0.31,15,27,3,26,2.55
0,60,60,60,25,3.42
0.28,38,45,31,8,5.61
0.07,33,40,25,30,9.58
1.13,43,47,38,14,5.47
0.48,33,40,25,2,10.21
6.53,47,51,44,16,9
0.01,31,41,20,20,10.47
2.09,39,47,31,27,10.28
0.06,28,32,23,16,10.47
0,22,29,14,23,4.07
0.01,28,35,21,23,7.62
0,14,21,6,20,3.38
0.51,32,38,25,22,8.08
0,60,60,60,14,3.07
0,60,60,60,0,0
0,60,60,60,19,10.2
2.98,48,52,44,10,8.22
1.05,44,48,40,14,1.8
0.65,40,44,36,11,15.6
0.36,31,39,22,11,5.48
0,16,24,7,10,6.25
0.13,27,30,23,23,10.98
0,60,60,60,11,6.6
2.81,42,50,33,7,4.12
0,66,87,44,18,3.61
0,67,83,51,15,6.87
0,81,94,67,9,2.62
0,78,93,62,14,5.17
0,59,79,38,20,4.88
0.04,69,82,55,21,4.72
0.13,66,78,53,21,5.61
0.23,67,77,58,0,0
0.03,66,78,54,22,2.75
0,58,78,38,27,4
0,64,82,47,18,4.85
0,64,77,51,22,2.12
1.47,55,63,47,0,0
0.03,65,78,52,25,3.55
0,63,73,53,29,2.58
0.3,72,83,59,23,2.18
0.28,71,81,61,23,2.55
0.03,62,74,49,29,3.68
0.02,61,74,49,23,1.77
0,62,76,48,26,3.08
0,60,73,47,27,3.24
0,72,81,63,30,2.71
0,63,70,55,27,7.44
0.01,63,71,54,18,15.81
0.03,65,80,51,18,2.77
0,65,80,49,17,6.05
0,63,77,48,31,3.75
0,46,69,23,16,5.05
0,54,70,38,20,5.65
0.27,43,63,23,20,2.48
0,53,71,34,18,5.3
0,54,69,39,18,2.84
0,55,75,35,10,4.74
0.26,62,74,58,19,10.6
0.4,62,74,49,20,5.32
0.1,65,75,55,22,6.6
0.1,65,75,55,22,6.6
0.01,72,81,62,17,6.54
0.14,78,84,72,17,9.31
0,70,83,56,12,4.07
0,69,80,57,12,5.35
0,80,84,76,13,10.08
0.68,79,85,73,16,7.27
0,74,84,64,11,8.71
0,73,82,63,20,5.72
0,71,84,57,13,4.27
0,75,85,65,12,5.72
0,76,83,67,17,8.82
0.8,78,84,71,12,10.17
0,68,81,54,14,2.87
0,67,81,53,25,2.87
0,68,80,56,25,6.88
0,68,82,52,21,3.08
0,68,83,51,22,3.52
0,69,82,56,17,3.58
3.51,76,82,70,22,2.48
0.04,81,86,75,5,13.32
0.36,79,86,72,5,15.14
0.29,80,85,74,4,13.84
0.1,79,84,74,5,18.34
0.49,52,63,42,14,3.77
0.58,52,58,45,15,3.45
0.03,43,57,30,20,5.17
0.02,57,67,47,24,9.51
0,58,70,46,24,6.07
0.1,59,69,48,23,7.01
0,59,70,48,22,8.98
0,56,68,44,19,7.52
0.19,61,73,49,22,9.07
0.15,65,75,55,25,7.38
1.56,58,67,49,19,9.62
1.6,60,68,52,18,11.35
0.19,56,66,46,23,7.67
0,56,67,44,28,7.64
0,59,70,47,22,6.81
0,55,66,45,29,7.88
0,53,66,40,27,5.88
0,54,67,41,26,6.34
0.06,60,73,46,19,7.35
0,61,79,43,14,8.88
0,55,73,36,24,5.4
0,62,78,46,14,7.94
0.02,60,73,47,21,5.9
0,64,76,51,20,10.17
2.84,63,71,54,24,8.15
1.32,65,76,54,23,1.62
0.69,64,74,54,24,8.54
0.65,67,76,57,25,8.2
0.21,66,77,54,25,6.52
0.6,71,83,59,17,3.35
0.12,71,82,59,10,4.84
0.05,76,84,67,7,5.82
0.17,71,82,59,18,4.95
0.02,69,81,57,17,3.78
1.4,53,63,43,20,5.82
1.31,49,58,40,18,7
4.28,55,64,46,16,5.48
0.11,66,77,55,23,6.38
0.28,66,77,56,22,6.71
1.48,62,69,54,19,9.1
0,60,60,60,21,10.98
4.29,58,66,48,20,8.88
0.16,51,61,40,27,5.97
1.07,58,66,49,22,8.95
0.39,55,64,45,23,7.22
0.02,56,64,46,23,7.5
0.3,50,60,40,23,6.24
0.01,56,65,46,22,7.62
1.65,44,52,35,0,0
0,55,63,45,21,6.37
1.65,48,56,40,23,6.31
0.26,45,53,37,21,6.42
0.15,40,49,31,20,4.7
0.66,52,60,44,27,6.02
0.06,51,61,40,25,7.17
0.16,47,56,37,26,5.57
0.1,67,80,54,24,6.75
0.74,67,81,52,21,4.48
0.15,71,81,61,16,5.88
0.1,69,83,55,18,3.08
0.49,70,83,56,20,4.77
0,69,84,54,19,3.9
0.03,68,82,53,23,5.4
0.14,64,76,52,24,7.87
1.04,61,73,50,22,8.32
0,61,71,50,22,8.97
2.43,61,71,50,21,8.22
1.17,64,76,51,22,8.11
0.01,60,73,46,23,6.52
3.07,65,74,55,21,8.41
0.06,50,60,38,22,8.15
0.12,41,52,29,25,2.57
0.01,43,55,30,24,11.87
0.02,44,56,32,19,6.64
0.02,43,54,32,22,6.87
0.14,46,58,34,20,10.7
0.18,45,57,32,23,5.1
0.13,47,58,35,24,3.64
0.54,41,49,32,16,3.35
0.27,48,60,36,23,3.87
0.67,44,52,34,27,1.68
0,56,70,41,24,7.3
0.27,58,72,43,23,7.05
0,53,67,38,27,5.85
0.08,54,71,36,23,4.65
0.19,58,71,46,21,7.37
0.18,50,69,31,22,5.62
0.01,50,68,32,27,7.87
0.54,54,69,38,21,4.35
0,45,64,25,19,6.9
0.05,46,65,25,20,4.72
0.01,72,83,61,20,4.2
0.12,65,79,50,12,5.78
0.03,52,68,37,23,3.08
0,46,64,28,14,3.31
3.16,56,67,45,20,4.37
0,60,60,60,24,39.62
0.64,65,74,56,21,7.42
0.77,65,74,56,21,8
0,62,76,48,18,3.75
0,58,76,41,26,8.5
0,63,83,42,25,3.7
1.8,57,66,48,24,7.55
3.78,54,61,46,25,8.87
2.85,56,61,50,23,10.2
1.72,56,66,45,21,4.07
0.31,64,73,55,21,9.35
2.12,67,74,60,22,8.98
3.93,58,62,51,23,8.33
4.93,55,60,49,22,8.68
0.01,60,74,47,26,5.51
0,68,75,61,24,5.98
0,65,78,51,23,4.62
0,65,77,53,25,7.14
0,65,77,52,25,4.54
0,66,78,54,24,5.12
0.1,67,78,55,22,4.28
0.05,46,59,32,24,4.77
0.01,43,55,31,24,5.88
0.27,45,54,35,23,6.8
0,44,54,33,23,6.67
0,45,54,35,23,4.62
3.04,59,65,51,19,10.17
1.94,61,68,54,19,11.28
1.67,62,69,54,23,8.78
1.57,61,68,53,24,11.52
2.47,59,66,52,18,11.01
1.22,58,66,49,19,8.84
5.05,58,65,51,19,8.98
0,64,83,45,16,10.18
0,67,79,55,20,10.47
0,66,79,53,15,7.68
0.4,68,79,56,24,8.6
2,55,61,48,16,5.91
0.12,43,57,28,13,2.78
2.49,54,60,47,17,5.44
0.48,52,62,42,25,1.12
0.31,52,61,44,16,5.24
1.57,56,62,50,14,5.31
0.1,47,60,34,24,3.54
1.93,54,60,47,17,4.95
0,60,33,19,23,6.17
2.77,60,65,54,15,11.12
0.05,65,75,55,25,6.32
0.19,67,76,57,23,7.65
2.9,61,69,53,28,8.14
0.56,60,70,50,22,4.95
0.45,62,72,52,21,5.37
0.35,84,90,78,12,4.11
0.9,63,73,53,21,6.95
0,66,80,52,24,4.15
0,69,81,56,22,3.8
0,68,81,55,24,3.62
0,67,79,54,24,5.05
0.02,46,59,32,25,6.01
0.2,49,62,35,21,6.74
0.25,52,65,38,18,5.15
0.26,49,65,32,28,4.92
0.02,50,62,38,23,6.24
0.47,61,75,46,26,3.82
0.08,67,80,54,24,4.52
0.17,65,77,52,25,6.78
0.27,61,73,48,26,4.68
0.14,66,78,53,24,4.97
0.03,68,78,57,23,6.65
0.36,66,79,53,24,6.14
0.04,65,78,52,24,1.21
0,70,82,57,16,9.34
0,63,79,46,19,9.94
0.01,72,85,59,13,7.9
0,75,86,63,22,2.2
0.1,72,84,60,14,5.74
0.84,79,89,68,13,7.14
0,67,82,51,11,8.7
0,73,84,62,16,7.55
0.81,77,89,65,10,8.87
0,59,79,39,15,8.74
0.37,75,84,63,13,9.52
0.31,73,83,62,18,10.9
0.01,74,84,63,9,7.44
0,69,84,54,15,3.64
0.77,73,83,62,22,9.97
1.48,76,81,71,10,9.72
0.1,74,84,64,10,5.88
0,66,82,49,18,9.37
0,70,85,55,16,8.6
0,70,85,55,16,8.67
0.11,73,84,62,12,7.25
0.04,73,87,60,10,7.71
0.04,71,84,58,17,10.04
0.29,67,80,55,12,8.3
0.36,52,64,40,21,2.07
0.12,65,76,54,25,7.02
1.69,54,62,46,27,7.38
0,64,75,53,22,3.67
0.08,68,78,58,23,7.27
0.01,66,78,54,22,6.37
0.12,65,76,54,25,7.02
0.22,67,75,58,22,7.72
0.28,68,77,58,20,7.52
1.14,45,51,38,14,3.97
0.08,47,57,38,18,4.92
2.49,51,58,43,18,3.7
3.4,52,57,46,14,3.72
1.85,54,59,47,17,5.51
0.89,47,52,41,15,6.35
0.03,51,62,39,26,2.58
1.41,59,69,48,24,6.47
2.62,63,74,51,23,5.01
1.23,58,69,46,25,4.24
2.16,65,76,53,23,5.67
0.04,52,62,41,23,6.24
0.03,56,66,46,24,4.97
0,54,65,43,28,5.38
0,57,66,47,28,7.8
0.09,46,62,29,23,10.24
0.15,47,62,32,26,10.67
0.4,45,58,31,25,3.14
0.23,43,57,28,24,11.37
0.12,46,62,30,20,3.15
0,70,84,56,19,2.41
0,69,85,53,21,2
0,70,84,55,13,2.71
0,70,87,52,13,2.15
0.15,30,36,23,13,2.2
0.08,49,57,40,22,2.71
0.37,34,41,27,12,9.87
0.17,16,23,7,30,4.2
2.58,44,50,38,19,14.94
0.55,35,43,26,12,0.84
0,20,26,14,11,19.3
0,17,28,6,4,1.51
0.02,8,22,-6,33,1.08
0,60,60,60,30,1.91
0.24,41,48,34,11,2.62
0.75,38,46,29,16,7.22
0.09,37,45,29,20,1.41
0.07,31,39,22,3,5.07
0.17,45,53,37,27,3.74
0.45,37,49,24,20,7.18
1.22,41,48,34,23,7.78
0.2,31,33,28,11,23.71
0.33,22,30,13,18,0.68
1.21,38,40,34,11,18.38
0,7,18,-3,14,1.8
0,28,35,20,26,4.32
0,60,60,60,11,1.3
0,60,60,60,0,0
0,60,60,60,21,13.9
0.01,47,53,41,13,2.45
0,43,48,38,3,9.55
2.42,43,47,39,18,19.52
0.01,29,39,19,16,4.04
0,16,23,9,7,5.64
0.1,25,31,19,12,11.1
0,60,60,60,15,2.22
0.03,40,50,29,9,1.45
0,68,87,48,17,2.38
0.5,68,80,56,17,5.02
0,82,94,70,9,1.75
0,78,93,63,14,4.01
0.13,63,80,46,15,4.37
0.01,70,84,56,17,2.57
0,66,78,54,19,3.55
0,70,80,59,0,0
0.19,69,79,58,29,3.15
0.09,57,74,40,19,5.42
0.13,65,79,52,18,8.1
1.37,64,71,58,20,4.67
3.95,58,64,52,0,0
0.64,66,76,56,11,3.22
0.93,65,71,59,20,7.9
0.11,69,77,60,29,3.25
0.08,67,72,61,25,5.71
1.7,61,64,57,18,10.97
4.15,59,63,56,21,6.8
2.63,62,69,56,17,2.92
1.45,63,72,54,17,4.3
0.07,69,75,63,31,4.38
1.45,64,68,59,17,7.8
0.57,62,70,53,18,9.25
0.41,61,70,52,23,2.31
1.07,62,73,50,26,2.27
1.37,63,71,55,18,2.8
0,48,69,26,20,2.24
0,60,75,44,17,3.65
0.17,51,70,31,22,4.04
0,61,77,44,22,5.77
0.27,59,70,47,9,3.14
0,61,80,41,19,2.18
2.81,50,59,41,26,8.72
1.32,45,53,36,25,7.5
0.8,52,63,40,26,7.71
0.8,52,63,40,26,7.71
0,72,81,64,5,8.24
0.11,79,82,75,6,15.04
0,70,83,56,5,4.98
0,69,81,56,8,4.78
1.39,78,81,74,4,11.37
3.61,71,82,72,5,11.08
0,74,83,63,4,9.34
0,72,83,60,15,3.08
0,70,85,54,11,3.07
0,75,84,66,5,6.44
0.02,76,82,70,10,12.25
0.15,78,82,75,6,15.1
0,67,82,52,15,1.85
0,66,82,50,16,1.84
0,69,81,56,21,4.64
0,67,84,49,18,1.77
0,67,85,48,20,2.32
0,69,82,55,16,3.22
3.39,74,81,67,24,2.45
0.06,78,83,72,5,11.88
0.16,78,83,72,5,14.71
0.34,78,83,72,4,12.45
0.11,78,83,72,5,18.15
0.59,57,65,49,15,5.74
1.15,52,58,46,15,1.88
1.74,53,64,41,20,4.55
2.1,50,58,42,15,7.5
1.14,53,62,44,15,5.11
0.74,56,64,47,15,6.5
0.09,59,68,49,16,7.9
1.28,50,58,42,15,5.84
0.22,58,67,48,15,7.81
0,61,75,47,17,4.42
0.58,52,60,42,22,7.5
0.07,56,65,46,22,8.18
1.09,49,56,41,24,8.34
1.42,52,60,43,15,5.74
0.09,58,66,48,18,7.15
1.09,50,56,43,12,6.94
0.57,54,64,44,14,7.48
2.1,50,59,41,11,7.4
0,62,75,49,17,8.52
0,66,81,50,19,8.6
0,61,78,43,23,7.44
0.06,64,77,51,17,6.58
0.41,63,74,51,15,6.74
0.92,66,77,55,14,9.18
0,58,68,47,20,6.01
0,62,74,50,21,1.01
0,60,73,46,20,5.9
0,62,75,50,21,4.95
0.03,63,78,49,18,3.41
0,70,84,56,7,2.48
0.02,70,84,56,9,2.01
0,74,84,64,6,4
0,70,84,55,16,2.02
0,68,83,53,13,1.47
1,41,46,36,23,7.81
0.39,37,42,32,19,6.61
2.89,43,50,36,22,7.6
0.07,54,66,41,22,6.11
0.13,54,66,42,22,5.8
1.39,48,55,41,26,8.38
0,60,60,60,28,14.35
1.16,42,48,35,25,9.9
0.41,41,50,32,22,6.95
1.3,48,55,40,26,7.18
0.82,45,53,36,27,6.81
1,47,54,40,17,8.17
0.69,41,50,32,22,6.58
0.87,45,53,36,21,7
0.28,39,45,33,0,0
1.3,48,56,40,22,7.14
0.17,41,47,34,22,6.04
0.13,43,48,37,21,7.02
0.16,41,49,33,21,4.98
0.95,48,53,42,14,6.78
2.02,46,53,39,13,8.8
0.9,45,51,39,16,5.34
0,68,84,52,20,2.5
0,68,84,51,17,1.22
0,70,83,57,12,2.68
0,68,85,51,14,1.12
0,69,85,52,21,1.25
0,69,87,50,18,1.4
0,69,85,52,20,2.04
0.1,61,76,46,15,3.74
0.04,62,72,52,17,6.95
0.1,62,73,52,15,9.5
0.16,63,73,53,16,7.27
0.03,66,75,56,20,7.15
0.18,61,73,49,16,7.01
0.02,62,72,53,20,6.32
0.43,52,62,40,17,5.55
0.86,45,57,33,20,2.1
0,45,56,33,21,5.85
0.54,49,60,37,16,4.68
0.01,45,55,35,16,7.17
0.07,51,62,40,16,6.77
0.01,47,58,35,13,3.9
0.53,50,60,39,25,2.68
0.82,43,50,35,24,1.07
0,50,61,39,18,4.05
0.85,46,54,38,22,1.44
0,58,72,43,16,7.37
0.01,59,72,45,14,7.62
0.01,55,68,41,15,8.24
0,55,71,39,15,4.87
0,59,70,47,18,7.9
0,58,75,40,19,5.17
0,57,74,39,21,9.14
0.02,56,71,42,18,7.17
0.11,52,63,41,17,14.97
0.43,53,66,40,17,10.54
0.22,71,79,62,20,2.62
0.57,64,74,54,15,5.92
0.69,57,67,47,18,4.98
1.47,52,65,38,13,3.74
2.09,42,50,34,26,6.67
0,60,60,60,23,42.41
0.31,52,64,39,26,8.11
1.57,52,60,43,25,9.25
0,63,75,51,15,2.58
0,64,80,48,24,8.2
0,67,84,50,25,3.02
0.99,42,48,36,25,7.1
1.44,39,47,32,28,8.12
0.71,45,51,38,21,8.11
1.05,40,47,32,26,4.87
1.23,52,61,42,27,9.11
2.08,53,61,46,27,11.2
0.65,44,51,37,24,7.21
0.78,41,48,34,26,7.52
0,59,75,42,25,2.87
0.02,63,72,55,18,6.1
0,62,77,47,19,3.11
0,61,75,48,21,4.71
0,61,76,46,22,2.21
0.14,61,74,47,20,3.3
0,63,76,50,17,5.05
0,49,58,40,17,7.6
0,46,57,35,21,8.12
1.2,46,52,40,17,8.65
0.2,44,51,37,20,8.34
0,46,56,36,21,5.27
0.58,50,59,41,25,7.52
0.42,53,59,46,25,8.51
0.05,52,63,41,21,6.07
0.05,54,63,44,21,7.97
0.55,50,59,40,24,7.85
1.01,48,56,39,20,6.11
0.72,48,57,39,24,6.65
0,68,84,51,13,9.98
0,69,80,58,19,8.34
0.48,68,79,58,14,6.54
0.39,69,79,59,13,7.58
2.07,57,62,51,14,6.35
0.31,47,57,35,15,2.9
2.36,54,61,47,16,4.22
1.28,52,59,45,23,1.72
0.86,51,58,43,15,2.47
1.18,56,61,50,12,7.1
1.32,48,58,38,16,3.85
1.64,55,61,48,20,4.31
0.37,60,41,27,26,5.64
2.23,50,55,44,26,7.47
0.63,51,61,41,22,6.08
0.7,54,62,44,26,8.07
0.45,51,60,41,25,6.55
1.3,44,52,36,27,4.62
1.08,47,56,37,20,5.27
4.17,83,88,78,12,2.04
1.71,48,56,39,27,7.37
0,65,80,49,19,2.72
0,68,80,55,16,4.05
0,66,80,51,20,2.5
0,64,79,49,19,2.98
1.14,49,57,40,18,6.81
0.07,51,60,41,17,7.1
0.1,53,63,41,13,8.42
0.04,55,69,41,20,5.78
0.01,51,59,42,11,7.91
0.02,58,74,41,26,1.72
0,67,82,51,18,2.11
0.01,63,79,46,17,3.88
0,62,76,47,21,3.07
0.04,64,79,49,18,3.2
0.01,70,82,58,20,3.31
0,66,81,51,16,3.62
0.01,64,80,48,22,0.62
0,72,83,60,17,8.87
0,66,82,51,20,8.82
0.01,72,86,58,15,2.71
0,75,86,64,14,1.3
0,71,84,58,8,3.27
0.03,78,88,67,6,5.15
0,70,83,56,13,6.98
0,73,84,62,13,3.37
0,77,88,66,9,6.35
0,65,83,46,14,6.9
0,76,85,65,16,8.45
0,75,85,64,17,8.6
0,74,85,62,12,7.35
0,72,86,57,14,2.34
0,75,86,64,16,8.21
0,76,82,71,8,7.82
0,75,84,64,10,3.9
0,68,82,53,14,7.95
0,72,86,58,19,6.9
0,71,85,57,17,6.91
0,73,83,63,13,3.28
0,73,87,58,9,5.65
0,73,86,61,16,7.34
0,71,83,59,15,8
0.16,63,73,53,16,8.88
0,60,73,47,21,3.87
0.69,41,45,37,28,8.24
0,57,71,44,22,3.15
0.01,60,70,50,23,6.74
0.06,58,70,45,25,5.9
0,60,73,47,21,3.87
0.13,58,69,46,27,6.94
0.03,58,67,48,23,7.25
2.04,47,53,41,6,4.45
0.57,50,56,43,25,4.7
1.76,51,58,44,16,3.87
3.46,51,56,46,12,5.84
1.82,55,60,49,12,5.2
2.02,48,53,43,9,4.74
0.98,51,58,44,23,2.25
0.04,56,67,44,21,5.48
0.03,57,69,43,20,3.01
0.25,52,65,38,26,4.12
0.05,58,71,46,17,3.75
1.26,47,54,39,18,5.95
1.81,49,56,42,22,5.7
2.42,47,54,40,16,5.72
1.81,50,57,42,21,7.2
0.02,54,69,38,20,11.28
0,57,72,41,24,9.15
0.01,53,66,39,26,2.82
0.03,53,66,39,23,13.31
0.64,49,63,36,25,1.68
0,68,81,55,11,3.1
0.01,68,81,55,11,4.05
0,70,83,57,15,4.48
0,69,84,54,16,3.65
0.08,31,38,26,10,3.15
2.99,50,53,46,12,13.31
0.08,28,33,23,9,7.36
0,10,18,1,31,2.35
1.41,37,43,31,23,11.55
1.66,39,45,30,9,4.1
0.02,18,22,12,16,9.23
0.18,16,23,8,6,1.83
0.13,13,23,2,25,1.68
0,60,60,60,22,3.81
1.37,35,42,29,4,3.36
0.56,35,40,30,14,7.11
1.73,41,47,36,10,7.31
0.03,32,39,25,5,6.55
4.8,48,52,44,14,14.81
0.08,35,42,28,15,4.71
0.7,36,44,28,26,5.15
0,25,28,22,7,10.75
0,21,27,15,15,1.34
0.1,30,35,25,4,7.33
0,14,20,7,17,1.18
0.01,30,37,23,35,5.23
0,60,60,60,12,4.61
0,60,60,60,0,0
0,60,60,60,0,0
1.49,47,51,42,13,9.86
0,43,48,39,9,4.08
0.41,36,41,30,21,10.86
0.14,29,37,21,1,3.6
0,15,22,7,7,5.23
0.07,25,27,22,10,15.48
0,60,60,60,14,1.9
1.89,41,47,34,11,2.88
0.2,61,76,45,22,5.61
0,61,75,47,9,5.21
0.35,72,82,61,16,3.08
0.41,68,81,54,18,2.01
0.86,55,65,43,21,3.38
0,68,79,56,13,4.4
0,63,74,52,16,4.28
0,67,76,57,0,0
0,62,73,50,24,1.51
0,52,72,31,31,3.63
0,58,72,44,18,4.3
0.09,60,70,49,14,2.01
0.9,57,66,48,0,0
0,61,72,49,26,1.3
0.03,61,69,52,24,1.5
0,66,76,56,22,1.83
0,66,75,56,24,1.8
0.11,58,68,47,30,3.18
0.16,57,68,45,20,1.15
0.14,58,69,47,26,1.43
0.08,59,72,47,14,2.26
0,66,74,58,28,2.61
0.02,61,68,54,26,3.21
0,62,71,53,18,9.55
0,62,75,48,18,1.6
0,61,75,46,29,2.11
0.01,59,72,47,24,1.68
0.17,42,60,24,17,2.7
0,51,65,37,13,4.98
0.14,42,58,26,23,1.56
0,53,68,37,21,5.3
0.02,52,63,40,22,1.9
0,52,69,35,11,1.53
0,55,62,43,26,5.93
0,50,61,38,25,5.43
0,50,64,42,26,5.65
0,50,64,42,26,5.65
0.1,74,81,65,10,8.68
